tradingdate,stockcode,openindex,closeindex,lowestindex,highestindex,totalvol
"""2020-08-31T00:00:00.000Z""",VNINDEX,882.13,881.65,879.26,888.44,352651008.00
"""2020-08-28T00:00:00.000Z""",VNINDEX,878.79,878.98,877.70,885.86,398321424.00
"""2020-08-27T00:00:00.000Z""",VNINDEX,872.38,874.71,871.93,875.71,325718147.00
"""2020-08-26T00:00:00.000Z""",VNINDEX,873.62,873.47,871.78,876.97,352376560.00
"""2020-08-25T00:00:00.000Z""",VNINDEX,870.92,874.12,870.92,877.57,399065173.00
"""2020-08-24T00:00:00.000Z""",VNINDEX,860.35,868.68,860.35,868.68,381517543.00
"""2020-08-21T00:00:00.000Z""",VNINDEX,848.21,854.78,848.21,856.45,286817402.00
"""2020-08-20T00:00:00.000Z""",VNINDEX,851.21,848.21,847.44,856.99,285685594.00
"""2020-08-19T00:00:00.000Z""",VNINDEX,847.19,851.21,846.22,853.15,240147222.00
"""2020-08-18T00:00:00.000Z""",VNINDEX,850.27,846.43,845.00,851.06,227510848.00
"""2020-08-17T00:00:00.000Z""",VNINDEX,848.08,850.15,841.62,852.05,237510681.00
"""2020-08-14T00:00:00.000Z""",VNINDEX,854.29,850.74,848.38,860.32,304624001.00
"""2020-08-13T00:00:00.000Z""",VNINDEX,849.96,855.05,849.86,855.19,256244523.00
"""2020-08-12T00:00:00.000Z""",VNINDEX,844.19,846.92,842.88,848.54,272493250.00
"""2020-08-11T00:00:00.000Z""",VNINDEX,847.61,843.08,840.35,847.61,249000304.00
"""2020-08-10T00:00:00.000Z""",VNINDEX,845.11,843.20,843.20,849.52,309297390.00
"""2020-08-07T00:00:00.000Z""",VNINDEX,840.65,841.46,836.84,844.33,259884838.00
"""2021-09-21T00:00:00.000Z""",VNINDEX,1336.55,1339.84,1324.82,1346.32,816979400.00
"""2020-08-06T00:00:00.000Z""",VNINDEX,838.01,840.04,833.56,844.16,257016920.00
"""2020-08-05T00:00:00.000Z""",VNINDEX,827.54,837.80,820.74,839.52,306639158.00
"""2020-08-04T00:00:00.000Z""",VNINDEX,822.86,827.57,820.20,827.57,277448893.00
"""2020-08-03T00:00:00.000Z""",VNINDEX,796.86,814.65,796.47,814.84,298136184.00
"""2020-07-31T00:00:00.000Z""",VNINDEX,787.78,798.39,786.98,803.55,249630878.00
"""2020-07-30T00:00:00.000Z""",VNINDEX,796.22,801.13,794.88,802.97,188944703.00
"""2020-07-29T00:00:00.000Z""",VNINDEX,800.39,790.84,779.82,800.39,362091753.00
"""2020-07-28T00:00:00.000Z""",VNINDEX,786.72,813.36,786.67,814.40,328490834.00
"""2020-07-27T00:00:00.000Z""",VNINDEX,794.14,785.17,780.64,808.74,422707490.00
"""2020-07-24T00:00:00.000Z""",VNINDEX,854.23,829.16,816.65,854.57,505098514.00
"""2020-07-23T00:00:00.000Z""",VNINDEX,854.92,856.75,851.97,857.22,240494702.00
"""2020-07-22T00:00:00.000Z""",VNINDEX,862.80,855.08,854.97,864.00,278602354.00
"""2020-07-21T00:00:00.000Z""",VNINDEX,863.94,861.69,856.94,864.70,245405073.00
"""2020-07-20T00:00:00.000Z""",VNINDEX,870.66,861.40,861.40,871.64,285075775.00
"""2020-10-21T00:00:00.000Z""",VNINDEX,947.16,939.03,939.00,948.20,412650340.00
"""2020-10-20T00:00:00.000Z""",VNINDEX,941.00,944.42,937.32,944.54,444327632.00
"""2020-10-19T00:00:00.000Z""",VNINDEX,945.01,943.69,941.92,946.29,389468232.00
"""2020-10-16T00:00:00.000Z""",VNINDEX,944.03,943.30,935.98,946.23,443329721.00
"""2020-10-15T00:00:00.000Z""",VNINDEX,945.28,942.76,938.70,945.93,470505206.00
"""2020-10-14T00:00:00.000Z""",VNINDEX,931.89,940.18,929.86,940.18,474920831.00
"""2020-10-13T00:00:00.000Z""",VNINDEX,926.76,929.86,923.78,930.96,359010145.00
"""2020-10-12T00:00:00.000Z""",VNINDEX,930.78,925.83,923.28,933.13,457229293.00
"""2020-10-09T00:00:00.000Z""",VNINDEX,919.48,924.00,917.70,924.00,388133119.00
"""2020-10-08T00:00:00.000Z""",VNINDEX,922.08,918.84,913.89,922.08,470304445.00
"""2020-10-07T00:00:00.000Z""",VNINDEX,913.62,919.72,912.69,923.57,523961365.00
"""2020-10-06T00:00:00.000Z""",VNINDEX,918.11,915.67,912.77,918.93,496132393.00
"""2020-10-05T00:00:00.000Z""",VNINDEX,913.77,914.68,909.91,915.55,456101119.00
"""2020-10-02T00:00:00.000Z""",VNINDEX,915.62,909.91,897.72,916.67,527158154.00
"""2020-10-01T00:00:00.000Z""",VNINDEX,910.13,914.09,909.13,914.09,352448619.00
"""2020-09-30T00:00:00.000Z""",VNINDEX,904.34,905.21,900.74,907.00,340685594.00
"""2020-09-29T00:00:00.000Z""",VNINDEX,916.63,903.98,903.98,917.49,465359349.00
"""2020-09-28T00:00:00.000Z""",VNINDEX,911.20,912.50,910.04,913.60,418690133.00
"""2020-09-25T00:00:00.000Z""",VNINDEX,910.78,908.27,905.56,911.30,361232130.00
"""2020-09-24T00:00:00.000Z""",VNINDEX,910.53,908.58,907.32,914.51,398464411.00
"""2022-05-17T00:00:00.000Z""",VNINDEX,1164.32,1228.37,1156.54,1228.37,542868100.00
"""2020-09-23T00:00:00.000Z""",VNINDEX,908.97,912.50,908.97,913.52,392506597.00
"""2020-09-22T00:00:00.000Z""",VNINDEX,905.90,906.19,902.47,909.69,401407999.00
"""2020-09-21T00:00:00.000Z""",VNINDEX,904.50,907.94,904.50,909.78,403435014.00
"""2020-09-18T00:00:00.000Z""",VNINDEX,896.08,900.95,895.82,902.11,361844377.00
"""2020-09-17T00:00:00.000Z""",VNINDEX,897.47,894.04,890.93,899.41,395454931.00
"""2020-09-16T00:00:00.000Z""",VNINDEX,897.43,897.47,894.63,897.58,290433568.00
"""2020-09-15T00:00:00.000Z""",VNINDEX,896.61,896.26,894.66,898.74,381798801.00
"""2020-09-14T00:00:00.000Z""",VNINDEX,891.89,894.57,891.89,895.31,364431541.00
"""2020-09-11T00:00:00.000Z""",VNINDEX,886.21,888.97,884.67,890.98,309908605.00
"""2020-09-10T00:00:00.000Z""",VNINDEX,895.29,888.82,888.82,896.78,387236519.00
"""2020-09-09T00:00:00.000Z""",VNINDEX,883.68,889.32,881.57,892.40,318443237.00
"""2020-09-08T00:00:00.000Z""",VNINDEX,891.61,890.14,884.88,894.58,294020747.00
"""2020-09-07T00:00:00.000Z""",VNINDEX,903.85,888.25,888.25,905.80,434060863.00
"""2020-11-30T00:00:00.000Z""",VNINDEX,1011.82,1003.08,1002.61,1012.50,532734170.00
"""2020-11-27T00:00:00.000Z""",VNINDEX,1006.68,1010.22,1004.00,1010.22,446435493.00
"""2020-11-26T00:00:00.000Z""",VNINDEX,999.24,1005.97,994.91,1005.97,493557788.00
"""2020-11-25T00:00:00.000Z""",VNINDEX,1000.39,999.94,996.80,1002.31,475736585.00
"""2020-11-24T00:00:00.000Z""",VNINDEX,996.55,995.76,984.92,997.99,550067967.00
"""2020-11-23T00:00:00.000Z""",VNINDEX,991.87,994.19,985.38,995.90,488258289.00
"""2020-11-20T00:00:00.000Z""",VNINDEX,984.71,990.00,980.72,990.00,501052016.00
"""2020-11-19T00:00:00.000Z""",VNINDEX,975.32,983.26,974.33,983.26,500118822.00
"""2020-11-18T00:00:00.000Z""",VNINDEX,969.48,973.53,966.32,974.30,478682286.00
"""2020-11-17T00:00:00.000Z""",VNINDEX,955.52,968.90,953.22,968.90,400955086.00
"""2020-11-16T00:00:00.000Z""",VNINDEX,970.11,950.79,950.50,972.98,518930355.00
"""2020-11-13T00:00:00.000Z""",VNINDEX,959.56,966.29,959.13,966.29,457828978.00
"""2020-11-12T00:00:00.000Z""",VNINDEX,953.97,959.28,953.62,959.28,343912246.00
"""2020-11-11T00:00:00.000Z""",VNINDEX,954.46,952.22,947.61,956.65,376513728.00
"""2020-11-10T00:00:00.000Z""",VNINDEX,962.68,951.90,951.90,963.47,456747250.00
"""2020-11-09T00:00:00.000Z""",VNINDEX,942.15,951.99,942.15,951.99,393195035.00
"""2020-11-06T00:00:00.000Z""",VNINDEX,939.73,938.29,934.63,941.20,268232099.00
"""2020-11-05T00:00:00.000Z""",VNINDEX,940.32,937.75,937.75,945.51,304332571.00
"""2020-11-04T00:00:00.000Z""",VNINDEX,937.62,939.76,933.86,943.56,350871986.00
"""2020-11-03T00:00:00.000Z""",VNINDEX,936.73,935.41,932.18,937.57,318702179.00
"""2020-11-02T00:00:00.000Z""",VNINDEX,926.09,933.68,924.14,933.68,297601123.00
"""2020-10-30T00:00:00.000Z""",VNINDEX,925.41,925.47,911.20,926.32,312753239.00
"""2020-10-29T00:00:00.000Z""",VNINDEX,916.49,919.08,914.33,925.84,436132930.00
"""2020-10-28T00:00:00.000Z""",VNINDEX,942.82,921.05,921.05,946.91,456058310.00
"""2020-10-27T00:00:00.000Z""",VNINDEX,952.61,946.47,946.28,954.72,455852375.00
"""2020-10-26T00:00:00.000Z""",VNINDEX,967.52,950.80,950.80,970.15,428221098.00
"""2020-10-23T00:00:00.000Z""",VNINDEX,953.45,961.26,953.14,961.26,452492266.00
"""2021-01-13T00:00:00.000Z""",VNINDEX,1197.32,1186.05,1183.18,1200.82,819239016.00
"""2021-01-12T00:00:00.000Z""",VNINDEX,1190.38,1192.28,1179.24,1192.28,719934730.00
"""2021-01-11T00:00:00.000Z""",VNINDEX,1176.47,1184.89,1175.00,1186.45,845851690.00
"""2021-01-08T00:00:00.000Z""",VNINDEX,1164.10,1167.69,1160.48,1176.33,808314023.00
"""2021-01-07T00:00:00.000Z""",VNINDEX,1147.26,1156.49,1143.44,1156.49,763739596.00
"""2021-01-06T00:00:00.000Z""",VNINDEX,1139.12,1143.21,1133.70,1152.85,790451912.00
"""2021-01-05T00:00:00.000Z""",VNINDEX,1116.96,1132.55,1116.49,1133.16,763427860.00
"""2021-01-04T00:00:00.000Z""",VNINDEX,1113.77,1120.47,1113.59,1126.43,764035996.00
"""2020-12-31T00:00:00.000Z""",VNINDEX,1098.25,1103.87,1096.27,1105.33,527818627.00
"""2021-03-24T00:00:00.000Z""",VNINDEX,1169.42,1161.81,1154.22,1174.20,750476625.00
"""2021-03-23T00:00:00.000Z""",VNINDEX,1190.28,1183.45,1177.10,1191.47,683720105.00
"""2021-03-22T00:00:00.000Z""",VNINDEX,1200.05,1194.43,1189.31,1200.21,700869077.00
"""2021-03-19T00:00:00.000Z""",VNINDEX,1195.47,1194.05,1191.96,1199.67,680901133.00
"""2021-03-18T00:00:00.000Z""",VNINDEX,1196.60,1200.94,1191.94,1200.94,628635256.00
"""2021-03-17T00:00:00.000Z""",VNINDEX,1178.64,1186.09,1176.26,1186.09,700667098.00
"""2021-03-16T00:00:00.000Z""",VNINDEX,1184.91,1179.90,1171.76,1184.91,683853839.00
"""2021-03-15T00:00:00.000Z""",VNINDEX,1183.89,1184.56,1178.80,1186.06,676964326.00
"""2021-03-12T00:00:00.000Z""",VNINDEX,1185.21,1181.56,1178.14,1186.52,624704911.00
"""2021-03-11T00:00:00.000Z""",VNINDEX,1180.31,1181.73,1176.49,1183.73,629100607.00
"""2021-03-10T00:00:00.000Z""",VNINDEX,1163.86,1170.08,1154.89,1170.59,723921771.00
"""2021-03-09T00:00:00.000Z""",VNINDEX,1160.96,1161.97,1150.94,1166.42,641433823.00
"""2021-03-08T00:00:00.000Z""",VNINDEX,1180.33,1168.27,1164.02,1181.25,652703157.00
"""2021-03-05T00:00:00.000Z""",VNINDEX,1164.19,1168.69,1155.60,1169.56,594835364.00
"""2021-03-04T00:00:00.000Z""",VNINDEX,1191.78,1168.52,1159.48,1191.90,673449921.00
"""2021-03-03T00:00:00.000Z""",VNINDEX,1184.73,1186.95,1180.25,1189.18,631671749.00
"""2021-03-02T00:00:00.000Z""",VNINDEX,1196.16,1186.61,1181.99,1196.16,577004910.00
"""2021-03-01T00:00:00.000Z""",VNINDEX,1176.93,1186.17,1174.45,1186.82,643381191.00
"""2021-02-26T00:00:00.000Z""",VNINDEX,1148.88,1168.47,1148.88,1169.28,554462692.00
"""2022-05-16T00:00:00.000Z""",VNINDEX,1208.05,1171.95,1170.59,1215.96,551553400.00
"""2021-02-25T00:00:00.000Z""",VNINDEX,1169.97,1165.43,1155.74,1169.97,510432491.00
"""2021-02-24T00:00:00.000Z""",VNINDEX,1184.32,1162.01,1154.36,1185.58,602976255.00
"""2021-02-23T00:00:00.000Z""",VNINDEX,1174.57,1177.64,1168.32,1184.32,598266663.00
"""2021-02-22T00:00:00.000Z""",VNINDEX,1173.57,1175.04,1169.12,1182.67,630036515.00
"""2021-02-19T00:00:00.000Z""",VNINDEX,1160.65,1173.50,1157.60,1178.18,578282998.00
"""2021-02-09T00:00:00.000Z""",VNINDEX,1090.88,1114.93,1078.98,1114.93,519814193.00
"""2021-02-08T00:00:00.000Z""",VNINDEX,1127.06,1083.18,1075.10,1127.06,696599614.00
"""2021-02-05T00:00:00.000Z""",VNINDEX,1114.79,1126.91,1112.19,1126.91,529870404.00
"""2021-02-04T00:00:00.000Z""",VNINDEX,1112.97,1112.19,1098.85,1117.88,523406058.00
"""2021-02-03T00:00:00.000Z""",VNINDEX,1084.87,1111.29,1082.95,1113.24,703174514.00
"""2021-05-14T00:00:00.000Z""",VNINDEX,1266.43,1266.36,1259.97,1271.45,730985934.00
"""2021-05-13T00:00:00.000Z""",VNINDEX,1262.98,1261.99,1261.99,1273.49,711521202.00
"""2021-05-12T00:00:00.000Z""",VNINDEX,1251.97,1269.09,1249.18,1269.09,700671791.00
"""2021-05-11T00:00:00.000Z""",VNINDEX,1265.11,1256.04,1256.04,1272.55,770093786.00
"""2021-05-10T00:00:00.000Z""",VNINDEX,1239.96,1259.58,1236.85,1259.58,773055922.00
"""2021-05-07T00:00:00.000Z""",VNINDEX,1245.48,1241.81,1231.92,1250.50,783018147.00
"""2021-05-06T00:00:00.000Z""",VNINDEX,1255.42,1250.57,1246.64,1261.49,730433864.00
"""2021-05-05T00:00:00.000Z""",VNINDEX,1244.69,1256.43,1242.20,1265.93,744427580.00
"""2021-05-04T00:00:00.000Z""",VNINDEX,1222.08,1242.20,1212.56,1242.80,796643706.00
"""2021-04-29T00:00:00.000Z""",VNINDEX,1234.91,1239.39,1231.25,1239.39,647060174.00
"""2021-04-28T00:00:00.000Z""",VNINDEX,1220.26,1229.55,1217.49,1230.91,612697189.00
"""2021-04-27T00:00:00.000Z""",VNINDEX,1213.84,1219.75,1204.14,1220.96,618169880.00
"""2021-04-26T00:00:00.000Z""",VNINDEX,1251.25,1215.77,1214.14,1251.25,744944731.00
"""2021-04-23T00:00:00.000Z""",VNINDEX,1227.18,1248.53,1216.15,1248.53,716518668.00
"""2021-04-22T00:00:00.000Z""",VNINDEX,1264.31,1227.82,1227.82,1271.98,770372883.00
"""2021-04-20T00:00:00.000Z""",VNINDEX,1267.74,1268.28,1261.28,1286.32,843601928.00
"""2021-04-19T00:00:00.000Z""",VNINDEX,1243.58,1260.58,1233.77,1260.58,816979717.00
"""2021-04-16T00:00:00.000Z""",VNINDEX,1245.06,1238.71,1227.14,1254.61,986877840.00
"""2021-04-15T00:00:00.000Z""",VNINDEX,1262.25,1247.25,1247.25,1265.87,806491436.00
"""2021-04-14T00:00:00.000Z""",VNINDEX,1240.90,1255.87,1233.01,1255.87,861954502.00
"""2021-04-13T00:00:00.000Z""",VNINDEX,1262.44,1248.33,1247.66,1268.02,1027085343.00
"""2021-04-12T00:00:00.000Z""",VNINDEX,1236.79,1252.45,1232.35,1252.45,890313325.00
"""2021-04-09T00:00:00.000Z""",VNINDEX,1231.51,1231.66,1227.60,1234.98,732817578.00
"""2021-04-08T00:00:00.000Z""",VNINDEX,1246.40,1234.89,1232.26,1246.40,664507710.00
"""2021-04-07T00:00:00.000Z""",VNINDEX,1237.39,1242.38,1232.52,1242.38,727784148.00
"""2021-04-06T00:00:00.000Z""",VNINDEX,1233.37,1239.96,1231.14,1244.63,694064462.00
"""2021-04-02T00:00:00.000Z""",VNINDEX,1225.76,1224.45,1221.07,1228.29,661888603.00
"""2021-04-01T00:00:00.000Z""",VNINDEX,1194.59,1216.10,1192.83,1217.26,672834667.00
"""2021-03-31T00:00:00.000Z""",VNINDEX,1187.44,1191.44,1186.40,1196.45,703083006.00
"""2021-03-30T00:00:00.000Z""",VNINDEX,1179.64,1186.36,1172.85,1187.29,780730653.00
"""2021-03-29T00:00:00.000Z""",VNINDEX,1169.65,1175.68,1165.78,1175.77,660949737.00
"""2021-03-26T00:00:00.000Z""",VNINDEX,1162.71,1162.21,1137.90,1165.76,670464469.00
"""2021-07-01T00:00:00.000Z""",VNINDEX,1412.15,1417.08,1402.18,1417.27,753563531.00
"""2021-06-30T00:00:00.000Z""",VNINDEX,1410.83,1408.55,1408.18,1419.61,594935664.00
"""2021-06-29T00:00:00.000Z""",VNINDEX,1408.34,1410.04,1406.87,1416.34,647389173.00
"""2021-06-28T00:00:00.000Z""",VNINDEX,1397.96,1405.81,1390.56,1406.02,699272167.00
"""2021-06-25T00:00:00.000Z""",VNINDEX,1382.11,1390.12,1372.80,1390.12,598105590.00
"""2021-06-24T00:00:00.000Z""",VNINDEX,1376.87,1379.72,1372.99,1384.71,591749340.00
"""2021-06-23T00:00:00.000Z""",VNINDEX,1383.15,1376.87,1372.06,1388.33,710270695.00
"""2021-06-22T00:00:00.000Z""",VNINDEX,1380.84,1379.97,1375.00,1385.98,746947557.00
"""2021-06-21T00:00:00.000Z""",VNINDEX,1373.59,1372.63,1367.85,1381.74,768183176.00
"""2021-06-18T00:00:00.000Z""",VNINDEX,1366.19,1377.77,1363.52,1377.77,809465947.00
"""2021-06-17T00:00:00.000Z""",VNINDEX,1341.06,1359.92,1337.49,1365.55,768729797.00
"""2021-06-16T00:00:00.000Z""",VNINDEX,1363.85,1356.52,1350.73,1370.14,769633642.00
"""2021-06-15T00:00:00.000Z""",VNINDEX,1361.58,1367.36,1356.59,1372.72,730887289.00
"""2021-06-14T00:00:00.000Z""",VNINDEX,1352.73,1361.72,1352.73,1368.53,775724500.00
"""2021-06-11T00:00:00.000Z""",VNINDEX,1326.79,1351.74,1322.08,1352.47,731261767.00
"""2021-06-10T00:00:00.000Z""",VNINDEX,1332.90,1323.58,1317.49,1336.71,723488009.00
"""2021-06-09T00:00:00.000Z""",VNINDEX,1323.52,1332.90,1312.08,1339.14,821792698.00
"""2021-06-08T00:00:00.000Z""",VNINDEX,1355.36,1319.88,1318.11,1364.48,924485793.00
"""2021-06-07T00:00:00.000Z""",VNINDEX,1374.59,1358.78,1347.21,1375.74,876593825.00
"""2021-06-04T00:00:00.000Z""",VNINDEX,1367.06,1374.05,1360.42,1374.05,943329047.00
"""2021-06-03T00:00:00.000Z""",VNINDEX,1345.21,1364.28,1345.21,1366.00,898882094.00
"""2021-06-02T00:00:00.000Z""",VNINDEX,1330.99,1340.78,1330.82,1344.98,805241535.00
"""2021-06-01T00:00:00.000Z""",VNINDEX,1329.47,1337.78,1328.84,1346.34,629421189.00
"""2021-05-31T00:00:00.000Z""",VNINDEX,1326.65,1328.05,1307.56,1328.05,737074593.00
"""2021-05-28T00:00:00.000Z""",VNINDEX,1307.79,1320.46,1300.06,1323.09,768849713.00
"""2021-05-27T00:00:00.000Z""",VNINDEX,1318.42,1303.57,1299.99,1319.67,732998065.00
"""2022-05-13T00:00:00.000Z""",VNINDEX,1235.03,1182.77,1180.60,1237.80,736096200.00
"""2021-05-26T00:00:00.000Z""",VNINDEX,1308.04,1316.70,1304.68,1317.30,713049002.00
"""2021-05-25T00:00:00.000Z""",VNINDEX,1299.19,1308.58,1297.23,1308.58,679062580.00
"""2021-05-21T00:00:00.000Z""",VNINDEX,1272.84,1283.93,1268.46,1289.03,698929948.00
"""2021-05-20T00:00:00.000Z""",VNINDEX,1264.62,1278.22,1255.78,1278.22,745212440.00
"""2021-05-19T00:00:00.000Z""",VNINDEX,1254.78,1262.49,1250.58,1262.71,694351795.00
"""2021-05-18T00:00:00.000Z""",VNINDEX,1259.57,1252.68,1249.02,1262.22,692480943.00
"""2021-09-06T00:00:00.000Z""",VNINDEX,1340.71,1346.39,1339.80,1348.34,889375400.00
"""2021-09-01T00:00:00.000Z""",VNINDEX,1328.78,1334.65,1328.13,1338.02,679730000.00
"""2021-08-31T00:00:00.000Z""",VNINDEX,1332.61,1331.47,1325.69,1336.14,712344100.00
"""2021-08-30T00:00:00.000Z""",VNINDEX,1323.39,1328.14,1318.76,1329.62,641161300.00
"""2021-08-26T00:00:00.000Z""",VNINDEX,1313.36,1301.12,1295.77,1316.26,497853400.00
"""2021-08-25T00:00:00.000Z""",VNINDEX,1300.74,1309.55,1291.70,1310.16,481772400.00
"""2021-08-24T00:00:00.000Z""",VNINDEX,1302.90,1298.74,1289.31,1307.56,666807115.00
"""2021-08-23T00:00:00.000Z""",VNINDEX,1329.43,1298.86,1298.86,1329.43,768105500.00
"""2021-08-20T00:00:00.000Z""",VNINDEX,1367.86,1329.43,1317.52,1369.39,1171621900.00
"""2021-08-19T00:00:00.000Z""",VNINDEX,1360.61,1374.85,1352.94,1374.85,653254900.00
"""2021-08-18T00:00:00.000Z""",VNINDEX,1361.24,1360.94,1355.83,1370.50,641678400.00
"""2021-08-17T00:00:00.000Z""",VNINDEX,1377.70,1363.09,1359.11,1379.70,732378200.00
"""2021-08-13T00:00:00.000Z""",VNINDEX,1352.56,1357.05,1336.74,1357.41,718718300.00
"""2021-08-12T00:00:00.000Z""",VNINDEX,1356.27,1353.05,1353.05,1365.01,716513500.00
"""2021-08-11T00:00:00.000Z""",VNINDEX,1365.05,1357.79,1357.79,1374.03,770571200.00
"""2021-08-10T00:00:00.000Z""",VNINDEX,1367.99,1362.43,1358.12,1370.35,677981600.00
"""2021-08-09T00:00:00.000Z""",VNINDEX,1337.78,1359.86,1334.69,1361.12,636278900.00
"""2021-08-06T00:00:00.000Z""",VNINDEX,1348.24,1341.45,1341.45,1351.85,686889838.00
"""2021-08-05T00:00:00.000Z""",VNINDEX,1331.14,1345.55,1326.80,1346.62,590429600.00
"""2021-08-03T00:00:00.000Z""",VNINDEX,1316.15,1332.44,1315.57,1332.44,647012746.00
"""2021-08-02T00:00:00.000Z""",VNINDEX,1308.69,1314.22,1304.49,1322.35,614533756.00
"""2021-07-30T00:00:00.000Z""",VNINDEX,1298.01,1310.05,1296.95,1311.97,644437796.00
"""2021-07-29T00:00:00.000Z""",VNINDEX,1286.33,1293.60,1282.88,1293.60,491061034.00
"""2021-07-28T00:00:00.000Z""",VNINDEX,1273.48,1277.07,1271.78,1281.17,406887068.00
"""2021-07-27T00:00:00.000Z""",VNINDEX,1283.67,1276.93,1276.53,1288.35,566456020.00
"""2021-07-26T00:00:00.000Z""",VNINDEX,1268.83,1272.71,1254.57,1277.33,508547170.00
"""2021-07-23T00:00:00.000Z""",VNINDEX,1288.83,1268.83,1268.83,1295.63,582254124.00
"""2021-07-22T00:00:00.000Z""",VNINDEX,1270.79,1293.67,1266.54,1294.16,536411753.00
"""2021-07-21T00:00:00.000Z""",VNINDEX,1277.27,1270.79,1266.71,1284.33,451951637.00
"""2021-07-20T00:00:00.000Z""",VNINDEX,1243.51,1273.29,1225.52,1273.29,568601882.00
"""2021-07-19T00:00:00.000Z""",VNINDEX,1270.18,1243.51,1237.79,1276.55,731023345.00
"""2021-07-16T00:00:00.000Z""",VNINDEX,1298.38,1299.31,1296.06,1304.37,465415299.00
"""2021-07-15T00:00:00.000Z""",VNINDEX,1270.77,1293.92,1270.77,1299.18,439929193.00
"""2021-07-14T00:00:00.000Z""",VNINDEX,1297.54,1279.91,1264.68,1305.37,592758094.00
"""2021-07-13T00:00:00.000Z""",VNINDEX,1305.36,1297.54,1278.30,1307.73,539601346.00
"""2021-07-12T00:00:00.000Z""",VNINDEX,1338.11,1296.30,1270.06,1340.65,961739463.00
"""2021-07-09T00:00:00.000Z""",VNINDEX,1365.28,1347.14,1335.90,1373.51,760341110.00
"""2021-07-08T00:00:00.000Z""",VNINDEX,1381.11,1374.68,1363.92,1385.75,552300939.00
"""2021-07-07T00:00:00.000Z""",VNINDEX,1361.76,1388.55,1334.58,1388.55,785186460.00
"""2021-07-06T00:00:00.000Z""",VNINDEX,1412.93,1354.79,1354.79,1418.99,803157293.00
"""2021-07-05T00:00:00.000Z""",VNINDEX,1420.27,1411.13,1394.12,1421.52,817327351.00
"""2022-01-12T00:00:00.000Z""",VNINDEX,1489.11,1510.51,1464.60,1510.51,1104610300.00
"""2022-01-11T00:00:00.000Z""",VNINDEX,1505.64,1492.31,1488.40,1512.05,1219558100.00
"""2022-01-10T00:00:00.000Z""",VNINDEX,1530.30,1503.71,1503.71,1536.45,1326487608.00
"""2022-01-07T00:00:00.000Z""",VNINDEX,1534.10,1528.48,1524.96,1534.52,951525400.00
"""2022-01-06T00:00:00.000Z""",VNINDEX,1519.74,1528.57,1518.18,1536.24,1087239800.00
"""2022-01-04T00:00:00.000Z""",VNINDEX,1508.55,1525.58,1507.19,1526.69,839676500.00
"""2021-12-31T00:00:00.000Z""",VNINDEX,1490.17,1498.28,1489.71,1499.07,846534300.00
"""2021-12-30T00:00:00.000Z""",VNINDEX,1490.96,1485.97,1484.82,1493.38,724365200.00
"""2021-12-28T00:00:00.000Z""",VNINDEX,1494.90,1494.39,1483.97,1499.77,933584700.00
"""2021-12-27T00:00:00.000Z""",VNINDEX,1483.76,1488.88,1469.93,1490.12,715824500.00
"""2021-12-24T00:00:00.000Z""",VNINDEX,1463.22,1477.03,1456.35,1478.80,855008900.00
"""2021-12-23T00:00:00.000Z""",VNINDEX,1480.65,1456.96,1447.72,1481.21,1266412300.00
"""2021-12-22T00:00:00.000Z""",VNINDEX,1484.90,1477.67,1471.96,1489.05,1032336900.00
"""2021-12-20T00:00:00.000Z""",VNINDEX,1483.85,1477.33,1468.88,1483.85,906869900.00
"""2021-12-17T00:00:00.000Z""",VNINDEX,1481.76,1479.79,1479.79,1487.73,1065320100.00
"""2021-12-16T00:00:00.000Z""",VNINDEX,1481.85,1476.61,1469.01,1482.19,889612700.00
"""2021-12-15T00:00:00.000Z""",VNINDEX,1476.50,1475.50,1468.21,1481.67,861484300.00
"""2021-12-14T00:00:00.000Z""",VNINDEX,1476.76,1476.02,1469.21,1485.14,914795700.00
"""2021-12-13T00:00:00.000Z""",VNINDEX,1471.95,1476.21,1470.08,1481.70,815155200.00
"""2021-12-10T00:00:00.000Z""",VNINDEX,1469.83,1463.54,1461.78,1475.85,780120100.00
"""2021-12-09T00:00:00.000Z""",VNINDEX,1447.67,1467.98,1446.95,1467.98,631261500.00
"""2021-12-07T00:00:00.000Z""",VNINDEX,1425.99,1446.77,1421.60,1446.77,691695900.00
"""2021-12-06T00:00:00.000Z""",VNINDEX,1446.28,1413.58,1400.87,1452.55,1013743700.00
"""2021-12-03T00:00:00.000Z""",VNINDEX,1489.57,1443.32,1443.32,1491.20,1034480600.00
"""2021-12-02T00:00:00.000Z""",VNINDEX,1489.12,1482.05,1482.05,1493.84,745629400.00
"""2021-12-01T00:00:00.000Z""",VNINDEX,1477.68,1485.19,1471.30,1487.68,837551800.00
"""2021-11-30T00:00:00.000Z""",VNINDEX,1496.98,1478.44,1471.57,1503.09,1049366600.00
"""2021-11-29T00:00:00.000Z""",VNINDEX,1467.48,1484.84,1467.48,1488.93,983072000.00
"""2021-11-26T00:00:00.000Z""",VNINDEX,1506.01,1493.03,1488.83,1511.68,1006637100.00
"""2021-11-24T00:00:00.000Z""",VNINDEX,1470.78,1488.87,1467.29,1491.05,1073325500.00
"""2021-11-23T00:00:00.000Z""",VNINDEX,1442.80,1463.63,1438.41,1463.63,839875300.00
